metacyc_id,Name,exposure,coef,stderr,pval,k,tau2,stderr.tau2,pval.tau2,I2,H2,weight_Derosa,weight_Lee,weight_McCulloch,weight_Routy,weight_Spencer,pval.bonf,qval.fdr,fdr,val,baseMean,Significance,Increased_in
FERMENTATION-PWY,mixed acid fermentation,Responder,-1.0250810422084821e-4,1.1854783367281127e-4,0.38720443068590216,5,0,4.7788360071757666e-8,0.7372967094151986,0,1,46.82101941295802,14.0226993840046,0.7205709850539217,23.19963631558561,15.236073902397857,1,0.9983095638786016,0.9983095638786016,-0.8646982491790421,1140865.9434151822,P>0.05,Non-responder
PWY-6895,superpathway of thiamine diphosphate biosynthesis II,Responder,1.0757377620972258e-4,1.2455805200218496e-4,0.387783653229259,5,0,5.3636428210509666e-8,0.871006644539094,0,1,48.751387492206035,6.2558465996607335,5.1591250582054045,25.77898492691248,14.05465592301535,1,0.9983095638786016,0.9983095638786016,0.8636436944906264,968630.1978299723,P>0.05,Responder
PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,Responder,-1.0419939401088763e-4,1.2616053949952724e-4,0.40884551190164414,5,0,5.361224383082737e-8,0.9148156148566012,0,1,51.95096014558609,5.0371876908038,0.3684485841229986,23.237906792286353,19.40549678720076,1,0.9983095638786016,0.9983095638786016,-0.8259269849688468,2260033.3079901226,P>0.05,Non-responder
ARGININE-SYN4-PWY,L-ornithine biosynthesis II,Responder,-1.4087757394806507e-4,1.7115299550873872e-4,0.41044600137017195,5,0,9.674714584387667e-8,0.8637699343547103,0,1,55.01151752151373,2.9487194178290594,0.17176242835007816,29.999624069451723,11.868376562855415,1,0.9983095638786016,0.9983095638786016,-0.8231090173404073,2301959.061348152,P>0.05,Non-responder
P441-PWY,superpathway of N-acetylneuraminate degradation,Responder,-1.0589302103499349e-4,1.2897011543287754e-4,0.41160847992826466,5,1.6456519754741804e-8,5.5446965030848787e-8,0.4936444352508392,19.293882652950153,1.2390634475696956,39.72578647368461,10.99687653979984,2.295153381525325,26.37620089915667,20.605982705833558,1,0.9983095638786016,0.9983095638786016,-0.8210663430018056,837902.626488568,P>0.05,Non-responder
PWY-6803,phosphatidylcholine acyl editing,Responder,-1.0329094030780059e-4,1.2639707787545987e-4,0.4138175407648323,5,2.1733901025176608e-8,5.18227656428325e-8,0.46319183833405264,28.342364868525124,1.395524703215834,41.22335931114344,5.985547391022419,1.9714256708113462,33.90108381792046,16.918583809102334,1,0.9983095638786016,0.9983095638786016,-0.817194052615473,306306.8843377994,P>0.05,Non-responder
PWY-6292,superpathway of L-cysteine biosynthesis (mammalian),Responder,1.5094852675317656e-4,1.85044811183049e-4,0.4146486320933924,5,1.0898214512906557e-7,1.1508424119098755e-7,0.007472400206275382,75.297461899106,4.048167017962454,28.810378550842174,20.172950058722275,3.2683488924700246,25.731978474027585,22.016344023937943,1,0.9983095638786016,0.9983095638786016,0.81574039168197,775654.8801063559,P>0.05,Responder
PWY-7199,pyrimidine deoxyribonucleosides salvage,Responder,-1.7789430413596273e-4,2.2024492723388603e-4,0.4192568293233293,5,4.1980430833240486e-8,1.5705224529993046e-7,0.43500863447016547,16.49251897573608,1.1974975028996986,41.90516209719955,8.057431107174216,0.3938535296953585,32.61485970253026,17.02869356340062,1,0.9983095638786016,0.9983095638786016,-0.8077112438873579,4762191.801854643,P>0.05,Non-responder
PYRIDNUCSYN-PWY,NAD de novo biosynthesis I (from aspartate),Responder,-9.724324795571797e-5,1.2196204723322038e-4,0.4252629775894651,5,0,4.794306084630617e-8,0.7997984366482342,0,1,51.52583336267775,3.7198860508375264,0.38286554991657984,33.60482436348792,10.766590673080202,1,0.9983095638786016,0.9983095638786016,-0.7973238409959272,4076963.2549963607,P>0.05,Non-responder
PWY-6606,guanosine nucleotides degradation II,Responder,-8.697930457489338e-5,1.0917265468044857e-4,0.42561756534838235,5,2.2486944831715326e-8,3.971780985838125e-8,0.3365765342118256,40.43757578728989,1.6789108455840998,33.10878885445524,13.856747127240698,2.723115027528007,26.758934311161504,23.552414679614547,1,0.9983095638786016,0.9983095638786016,-0.7967132871274794,555115.4697370211,P>0.05,Non-responder
PANTOSYN-PWY,superpathway of coenzyme A biosynthesis I (bacteria),Responder,1.460530251956465e-4,1.8374928898127305e-4,0.42670106964478643,5,4.2906162632859925e-8,1.1096699374543316e-7,0.3773787967689073,25.763773063656632,1.3470512191540762,40.038736723146265,9.779168768664698,1.458498512604989,30.8897648719578,17.83383112362624,1,0.9983095638786016,0.9983095638786016,0.7948494712843848,4616779.185199819,P>0.05,Responder
PWY-6353,purine nucleotides degradation II (aerobic),Responder,-1.1344885504787699e-4,1.4346098929579417e-4,0.42906109759039984,5,2.6218609105163074e-8,6.791929428121818e-8,0.3867092028467145,25.802629053693,1.3477566485794368,37.21000377864036,11.469918910861566,1.677435026286473,27.33785867535144,22.304783608860156,1,0.9983095638786016,0.9983095638786016,-0.7907993357968776,1004047.5260755842,P>0.05,Non-responder
PWY-7228,superpathway of guanosine nucleotides de novo biosynthesis I,Responder,-1.566790978079419e-4,2.0166763583852999e-4,0.43720749743002973,5,0,1.4576674103184155e-7,0.9251466486241728,0,1,59.15022362762683,6.007687809219799,0.22752476909082614,23.679345417592437,10.935218376470099,1,0.9983095638786016,0.9983095638786016,-0.7769174124369206,3656510.65218754,P>0.05,Non-responder
PWY-7184,pyrimidine deoxyribonucleotides de novo biosynthesis I,Responder,-7.513727647726621e-5,9.741965096253587e-5,0.44054434169567486,5,0,3.08413189873677e-8,0.7771054389597765,0,1,44.296400249791034,6.598937937628315,0.3821392327377391,27.729072055314575,20.99345052452834,1,0.9983095638786016,0.9983095638786016,-0.7712743346428261,465774.12116456305,P>0.05,Non-responder
PWY-5913,partial TCA cycle (obligate autotrophs),Responder,-6.804606630681665e-5,9.031576655884437e-5,0.45119516387562386,5,7.138941410992292e-10,2.76212254462572e-8,0.6188914383495712,1.620450562308676,1.0164714167890654,37.06611295610182,26.102302170432534,4.58416540185488,20.126056297492806,12.121363174117972,1,0.9983095638786016,0.9983095638786016,-0.7534240022475133,449096.5639668328,P>0.05,Non-responder
GLYOXYLATE-BYPASS,glyoxylate cycle,Responder,-9.561780935964776e-5,1.2714741662013456e-4,0.45203709650397295,5,2.448786640831527e-8,5.264398768307273e-8,0.47029074475483007,32.26974606638768,1.4764450772326612,38.96022338012388,7.5827562788537435,1.7626888742167817,32.9184441106336,18.775887356171985,1,0.9983095638786016,0.9983095638786016,-0.752023217627106,324485.45861096354,P>0.05,Non-responder
HSERMETANA-PWY,L-methionine biosynthesis III,Responder,1.7113768815787107e-4,2.2781161049183804e-4,0.4525174919483749,5,1.1642264132832476e-7,1.699007722039493e-7,0.17235034095937868,51.85410592229209,2.07702031327114,35.509325846177994,12.880570267604332,0.7223459353576366,27.304187159306032,23.583570791554,1,0.9983095638786016,0.9983095638786016,0.7512246096166487,2879133.564462897,P>0.05,Responder
SO4ASSIM-PWY,assimilatory sulfate reduction I,Responder,-1.4829611053335213e-4,1.9802315943819686e-4,0.45392793199357917,5,6.31509768693659e-8,1.2781343625098875e-7,0.3268399555404465,36.43972459966588,1.5733097342664175,42.835719503303025,9.683678290016484,2.3402211797617434,36.55988230510477,8.580498721813967,1,0.9983095638786016,0.9983095638786016,-0.7488826607659264,520726.6295958217,P>0.05,Non-responder
PWY-6385,peptidoglycan biosynthesis III (mycobacteria),Responder,1.3562737163450795e-4,1.8188629386393205e-4,0.4558660586802575,5,0,1.1408311101881138e-7,0.9521316355042294,0,1,53.31993315040354,6.086825806518331,1.717013093827461,26.015427626477926,12.86080032277273,1,0.9983095638786016,0.9983095638786016,0.7456712034386159,6265062.635022686,P>0.05,Responder
PWY-6387,UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),Responder,1.4846525466762262e-4,2.0014973334740076e-4,0.4582261338227481,5,0,1.3764713423293358e-7,0.9798194522232594,0,1,53.16713604733698,6.901567001627037,0.8200942448209289,25.57801272382745,13.533189982387603,1,0.9983095638786016,0.9983095638786016,0.7417709341132663,6447440.024776068,P>0.05,Responder
CALVIN-PWY,Calvin-Benson-Bassham cycle,Responder,1.1067881108402495e-4,1.4922500166438866e-4,0.4582746942814437,5,0,8.066820352074502e-8,0.4818400705512709,0,1,58.71354716384503,6.488555541884167,0.22063370808814178,21.398215443386327,13.17904814279634,1,0.9983095638786016,0.9983095638786016,0.7416908014713566,5059347.771770019,P>0.05,Responder
PWY-6545,pyrimidine deoxyribonucleotides de novo biosynthesis III,Responder,-6.261428171430094e-5,8.482478556493176e-5,0.46041709775576783,5,0,2.3501025747833866e-8,0.7374514229509295,0,1,43.555901843802175,7.8987810744008,0.371795991077316,26.869388159087386,21.30413293163231,1,0.9983095638786016,0.9983095638786016,-0.7381602122220622,414779.50971030764,P>0.05,Non-responder
PWY-6305,superpathway of putrescine biosynthesis,Responder,-2.4666271387925294e-4,3.342668182463116e-4,0.4605620767990624,5,4.570708989682384e-7,3.930376925023048e-7,0.007791950177278359,90.51501878181045,10.542983449269032,23.638722050109426,16.497454235597406,14.633951654180166,23.01985873484144,22.210013325271554,1,0.9983095638786016,0.9983095638786016,-0.7379216255245961,1001110.1586591996,P>0.05,Non-responder
PWY-6608,guanosine nucleotides degradation III,Responder,-1.0867881685314902e-4,1.4780716005211136e-4,0.46217241259929487,5,0,7.208291921710472e-8,0.6464134988336829,0,1,43.44363524264025,8.118789374196044,1.2258027262037694,26.193753540507636,21.018019116452294,1,0.9983095638786016,0.9983095638786016,-0.7352743724649934,1254521.4673738782,P>0.05,Non-responder
THISYNARA-PWY,superpathway of thiamine diphosphate biosynthesis III (eukaryotes),Responder,1.1164987126737334e-4,1.5584772537772493e-4,0.47374217364818155,5,2.814295417077649e-8,8.003457535549896e-8,0.3943281321143405,22.87316671259274,1.296565614555412,43.20724043079792,9.79318109970976,0.5411651288155808,27.39182717120436,19.066586169472384,1,0.9983095638786016,0.9983095638786016,0.716403598427695,2292664.4905191944,P>0.05,Responder
PWY-724,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",Responder,1.4804656717992785e-4,2.0868370369980652e-4,0.4780574170021202,5,9.277419082384262e-8,1.4283255770887158e-7,0.13830493339657424,49.384825529694425,1.975692093260827,36.99470305693971,10.840173671899036,1.3194846857615274,29.272586950233926,21.57305163516579,1,0.9983095638786016,0.9983095638786016,0.7094304181647755,4616927.085144289,P>0.05,Responder
CITRULBIO-PWY,L-citrulline biosynthesis,Responder,-2.5093042224965073e-4,3.5378532411685e-4,0.478155002902048,5,3.687239194672918e-7,4.166272720890419e-7,0.08078419499549386,74.06359759821571,3.8555848436836597,30.404418567710785,11.81346450899552,3.4352456147339576,28.714458113288543,25.632413195271198,1,0.9983095638786016,0.9983095638786016,-0.709273124531226,2131867.6730902367,P>0.05,Non-responder
PWY-5154,L-arginine biosynthesis III (via N-acetyl-L-citrulline),Responder,9.244551888933727e-5,1.3098385910263277e-4,0.48032623974738126,5,0,5.947208730786719e-8,0.866399420567469,0,1,54.51227104117194,3.6504645391529635,2.5893949093906543,24.78311809134864,14.464751418935787,1,0.9983095638786016,0.9983095638786016,0.7057779448756455,3064206.6442126464,P>0.05,Responder
DAPLYSINESYN-PWY,L-lysine biosynthesis I,Responder,-1.021781848373798e-4,1.4725624257822992e-4,0.4877573680880075,5,3.255842130108155e-8,7.281406757572308e-8,0.20720933599030658,30.833250536588274,1.4457814018410486,34.97699365393703,15.081649330125725,3.076398582889406,24.736403764616348,22.128554668431487,1,0.9983095638786016,0.9983095638786016,-0.6938801578011038,880543.5107811163,P>0.05,Non-responder
P161-PWY,acetylene degradation (anaerobic),Responder,-8.991152675457561e-5,1.307831092730409e-4,0.49177666411786325,5,2.4688283081782765e-8,5.542554243108181e-8,0.49612337274191154,30.20592627833113,1.4327864053155726,36.696497426097444,8.353906703341966,1.1968342309886468,29.905236490708003,23.84752514886394,1,0.9983095638786016,0.9983095638786016,-0.6874857713228386,362075.35979498737,P>0.05,Non-responder
PWY0-1586,peptidoglycan maturation (meso-diaminopimelate containing),Responder,-1.381241529570105e-4,2.01075191542197e-4,0.4921281834971595,5,0,1.328907916374115e-7,0.9528271843108512,0,1,48.50257801470939,6.15963445845638,0.6291108360464118,30.391894131725994,14.316782559061828,1,0.9983095638786016,0.9983095638786016,-0.6869278696075453,4724467.479254436,P>0.05,Non-responder
PWY-7117,"C4 photosynthetic carbon assimilation cycle, PEPCK type",Responder,-1.1200749212435509e-4,1.6320107743803987e-4,0.4925139331805899,5,5.8430859066590104e-8,9.271125791868686e-8,0.21783636706988682,45.64985477081318,1.8399214864709974,30.00984954782507,21.381028968592762,10.322214667972919,23.11622898781162,15.170677827797622,1,0.9983095638786016,0.9983095638786016,-0.6863158864063218,689547.324084459,P>0.05,Non-responder
PWY66-409,superpathway of purine nucleotide salvage,Responder,-1.3041740095022893e-4,1.9318277080166633e-4,0.49961317949791195,5,6.845739776106908e-8,1.2307439237321444e-7,0.41814547478075725,39.55985921630055,1.6545295676572902,35.88572165575749,13.508122984386507,1.2463130601779087,26.06945406823073,23.290388231447352,1,0.9983095638786016,0.9983095638786016,-0.6750985111613483,927228.0801700285,P>0.05,Non-responder
PYRIDOXSYN-PWY,pyridoxal 5'-phosphate biosynthesis I,Responder,-1.0292326057396004e-4,1.5518641702443788e-4,0.5071874975046142,5,0,7.652514728053773e-8,0.6565382890962307,0,1,46.073188162238814,2.866568211230696,0.24706462670674775,24.51838359043054,26.294795409393206,1,0.9983095638786016,0.9983095638786016,-0.6632233835114079,1877533.1390326086,P>0.05,Non-responder
PWY-4984,urea cycle,Responder,-3.08717294723219e-4,4.688456755461196e-4,0.510240987172585,5,7.526122522634376e-7,7.492697390961309e-7,0.028934207541415836,86.4297364923616,7.369053662348728,27.721641696583422,12.475640499904381,6.90634229316858,26.863188345830242,26.03318716451338,1,0.9983095638786016,0.9983095638786016,-0.6584624980567854,1727209.2454769507,P>0.05,Non-responder
PWY-7383,"anaerobic energy metabolism (invertebrates, cytosol)",Responder,8.413874939833359e-5,1.2889002803642346e-4,0.5138885297795557,5,0,5.630922920049369e-8,0.8220016764965719,0,1,51.618028649053684,5.839596039422961,0.6723775429173441,23.968481830312637,17.901515938293368,1,0.9983095638786016,0.9983095638786016,0.6527948723430841,1248195.6737439083,P>0.05,Responder
PWY-8178,pentose phosphate pathway (non-oxidative branch) II,Responder,1.1171177720429391e-4,1.7115602319463477e-4,0.5139563298465478,5,0,1.0339558332212685e-7,0.5724645197012898,0,1,55.89289358084163,7.265715138986685,0.22584051584182918,22.478596952004366,14.136953812325501,1,0.9983095638786016,0.9983095638786016,0.6526897220395089,4042442.619340016,P>0.05,Responder
PWY0-1319,CDP-diacylglycerol biosynthesis II,Responder,1.3401937898863982e-4,2.055609584940902e-4,0.5144211506201267,5,5.966847223257175e-8,1.400202662829495e-7,0.5027034163049212,28.982719530161024,1.4081079891882087,41.189475216130376,10.86317605470038,1.4319087314080337,28.23479089745572,18.280649100305485,1,0.9983095638786016,0.9983095638786016,0.65196903132991,5005396.795208195,P>0.05,Responder
PWY-5667,CDP-diacylglycerol biosynthesis I,Responder,1.3382574680596078e-4,2.056232840823678e-4,0.5151564053804032,5,5.975009835118931e-8,1.4010382094950914e-7,0.5024562932038833,29.009685434070185,1.408642863627945,41.1810510424251,10.864697549241578,1.4327585218493317,28.23613690094452,18.285355985539457,1,0.9983095638786016,0.9983095638786016,0.6508297316774367,5005359.5085873,P>0.05,Responder
PWY-6630,superpathway of L-tyrosine biosynthesis,Responder,-6.584946774976316e-5,1.0265913406105054e-4,0.5212381626188622,5,0,3.6052234334454234e-8,0.6470358939332015,0,1,50.06144542005176,9.617091983904254,0.7361784160984934,24.21786048522656,15.36742369471893,1,0.9983095638786016,0.9983095638786016,-0.6414379816471374,1071801.8261429144,P>0.05,Non-responder
PWY-7456,"&beta;-(1,4)-mannan degradation",Responder,-2.0515850602785202e-4,3.282079217756437e-4,0.5319139579838905,5,4.6028134808807545e-7,3.797925177044184e-7,0.001944634391814621,91.77833872424672,12.162991960628776,22.74250788299704,17.976270017201283,15.598340182822273,22.066166746780233,21.616715170199168,1,0.9983095638786016,0.9983095638786016,-0.6250870025254729,1139894.4522382973,P>0.05,Non-responder
PWY-5022,4-aminobutanoate degradation V,Responder,6.656567581037385e-5,1.0658939500715661e-4,0.5322955831459333,5,3.265336138661254e-8,3.783967656689808e-8,0.06681012299352307,67.45527383653169,3.072694466615322,29.875714293644922,20.601997349545183,2.1402484827236257,27.259229741967424,20.12281013211884,1,0.9983095638786016,0.9983095638786016,0.6245056162097974,276572.6578595064,P>0.05,Responder
PWY-7221,guanosine ribonucleotides de novo biosynthesis,Responder,1.6427019359187815e-4,2.6650947817418385e-4,0.5376460243826071,5,4.21143148790526e-9,2.5075689268796117e-7,0.30126812020426014,0.9544311084574796,1.0096362827649827,52.935471230639934,8.090037355358993,2.6599419911853546,23.727880940642258,12.586668482173463,1,0.9983095638786016,0.9983095638786016,0.6163765533491282,7133095.262199178,P>0.05,Responder
PWY-6700,queuosine biosynthesis I (de novo),Responder,1.3693657833267346e-4,2.3009909619433106e-4,0.5517632484481887,5,0,1.8248134801290044e-7,0.4564921152344806,0,1,52.28067792507822,8.682767078179637,2.0329995416406623,27.016963933962945,9.986591521138546,1,0.9983095638786016,0.9983095638786016,0.5951200182769217,5975509.906193068,P>0.05,Responder
PWY-621,sucrose degradation III (sucrose invertase),Responder,-3.393413708283104e-4,5.710125355126969e-4,0.552324804873211,5,1.4486916490816342e-6,1.1489593613629172e-6,0.004562268434283336,95.39520493879512,21.71649306230679,22.188458610680286,19.85285126535004,14.63859438676961,21.752824612094255,21.56727112510582,1,0.9983095638786016,0.9983095638786016,-0.5942800721942555,1333603.1460367793,P>0.05,Non-responder
PWY-6151,S-adenosyl-L-methionine salvage I,Responder,1.3674381902612558e-4,2.314238613082883e-4,0.5546005730988355,5,2.2728193039142516e-8,1.7765638783955816e-7,0.686015950827121,7.309495872909407,1.0788591662300935,48.831883061658324,6.845297660119634,0.2781102279906367,27.468235219962818,16.576473830268586,1,0.9983095638786016,0.9983095638786016,0.5908803796336458,5441437.160761328,P>0.05,Responder
PWY-7400,L-arginine biosynthesis IV (archaebacteria),Responder,1.3673938262852831e-4,2.3337794923167904e-4,0.5579333810660372,5,9.3253374041830075e-08,1.7831414154794958e-7,0.35416811384668867,36.83655706357415,1.583194255269622,39.07475578205798,11.284536964937509,0.5158999974115321,26.817681583051538,22.30712567254145,1,0.9983095638786016,0.9983095638786016,0.5859138923737149,3435998.64394039,P>0.05,Responder
PWY-5384,sucrose degradation IV (sucrose phosphorylase),Responder,-3.37560782963498e-4,5.786461470870323e-4,0.5596489244519766,5,1.4753968027676502e-6,1.179028584985016e-6,0.003984018748716619,95.61752041669335,22.818132543254972,22.372645657693226,19.564461601316772,14.191382596793781,22.008170633165356,21.863339511030855,1,0.9983095638786016,0.9983095638786016,-0.5833630529863817,1343670.1272924922,P>0.05,Non-responder
PWY4LZ-257,superpathway of fermentation (Chlamydomonas reinhardtii),Responder,-5.819002012102026e-5,1.0250283414573986e-4,0.5702442492366273,5,1.3161485315616009e-8,3.41296566874111e-8,0.56493085959761,25.445799533642695,1.3413060481431245,38.87855622167572,8.970982580446899,0.7465614805047274,29.95206744518003,21.45183227219263,1,0.9983095638786016,0.9983095638786016,-0.5676918165822121,338191.3500312416,P>0.05,Non-responder
ARG+POLYAMINE-SYN,superpathway of arginine and polyamine biosynthesis,Responder,9.138391301492095e-5,1.6237329994718682e-4,0.5735701584231245,5,5.234039459211155e-8,8.876460495571931e-8,0.3639893665780153,43.75655171090716,1.777984868317414,36.562458846956936,8.26766754712135,6.08506034055112,28.280227403994353,20.804585861376243,1,0.9983095638786016,0.9983095638786016,0.5628013536994338,928970.1208120511,P>0.05,Responder
PWY-7977,L-methionine biosynthesis IV,Responder,-1.0516760930382299e-4,1.876081683010754e-4,0.5750903499262967,5,0,1.2653373746219153e-7,0.7846221751437128,0,1,56.98912994702216,8.704521608016707,0.5716078824330636,22.32690740064691,11.407833161881166,1,0.9983095638786016,0.9983095638786016,-0.5605705244936297,5385787.59888394,P>0.05,Non-responder
PWY0-1061,superpathway of L-alanine biosynthesis,Responder,5.29594098576488e-5,9.470426320282745e-5,0.5760195704991043,5,0,3.011481568155367e-8,0.875288854211322,0,1,43.1317134626516,15.216444223826613,0.9124314621877518,24.182860978512462,16.556549872821577,1,0.9983095638786016,0.9983095638786016,0.5592082981969462,636809.7378996141,P>0.05,Responder
PWY-7238,sucrose biosynthesis II,Responder,2.887345486500393e-4,5.179872016125782e-4,0.5772429794853919,5,6.242926193698565e-7,8.796761748822694e-7,0.1588347211968607,54.63175032421873,2.2041846602996147,35.30958845324545,14.389883002786256,0.5828720991662814,28.622207727325343,21.09544871747667,1,0.9983095638786016,0.9983095638786016,0.5574163758316071,6448428.946275983,P>0.05,Responder
PWY-7208,superpathway of pyrimidine nucleobases salvage,Responder,7.307542218489846e-5,1.355480235383932e-4,0.589810308356042,5,0,6.564736541902509e-8,0.8364254368038047,0,1,58.186722404641486,4.759504907352778,0.33877613365841197,16.115852816781356,20.599143737565967,1,0.9983095638786016,0.9983095638786016,0.5391109385243104,2640705.463509285,P>0.05,Responder
GALACT-GLUCUROCAT-PWY,superpathway of hexuronide and hexuronate degradation,Responder,5.03875377602173e-5,9.369772678343742e-5,0.5907379737604641,5,1.9890583206855844e-8,2.8623685563449332e-8,0.15398796401159096,53.57721374191589,2.1541145644308655,34.89754068425056,9.925307461973834,1.3742511936478206,29.2995960085554,24.503304651572382,1,0.9983095638786016,0.9983095638786016,0.5377669180457013,471879.58689215913,P>0.05,Responder
PWY-5723,Rubisco shunt,Responder,-7.510656168987036e-5,1.4077047017736278e-4,0.593660394670817,5,2.334358118226027e-8,6.294271406183125e-8,0.47950446586444423,23.894541396546575,1.313966196840739,38.628042668825785,4.001218961814837,1.6218448557469203,31.07547334095769,24.673420172654765,1,0.9983095638786016,0.9983095638786016,-0.5335391832906459,407116.51242810505,P>0.05,Non-responder
PWY-6519,8-amino-7-oxononanoate biosynthesis I,Responder,-6.668521609933529e-5,1.2965820205699047e-4,0.607031463906599,5,0,5.66208877650347e-8,0.7967514143736409,0,1,53.520042210385455,3.978899815022395,0.5948123283090259,26.148472404518607,15.75777324176452,1,0.9983095638786016,0.9983095638786016,-0.5143154466234555,1460928.6488588995,P>0.05,Non-responder
PWY0-845,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,Responder,-7.663273880930115e-5,1.4936323290812889e-4,0.6079072970570383,5,0,7.182553685755574e-8,0.7275060112267725,0,1,48.72215132703431,2.733767827555884,0.24647245737019371,24.516022543807992,23.781585844231632,1,0.9983095638786016,0.9983095638786016,-0.5130629360201169,2000266.261157827,P>0.05,Non-responder
PWY-6936,seleno-amino acid biosynthesis (plants),Responder,9.722010916690389e-5,2.0464255691889956e-4,0.6347350965653071,5,6.845673319120269e-8,1.393797380089141e-7,0.21667160669492164,34.34841134063608,1.5231923863846508,40.03199272322555,15.378522159835665,1.1536408792424462,26.639130572930465,16.79671366476587,1,0.9983095638786016,0.9983095638786016,0.475072783641149,1792266.0968184653,P>0.05,Responder
PWY66-399,gluconeogenesis III,Responder,-3.805993120415434e-5,8.245034323396394e-5,0.6443607762132793,5,0,2.283297175309626e-8,0.6230841659609687,0,1,50.964621117572584,6.040453839374262,0.4654135959127232,25.91295597504093,16.61655547209951,1,0.9983095638786016,0.9983095638786016,-0.4616103427993521,1115410.7441721112,P>0.05,Non-responder
PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,Responder,1.126967669384261e-4,2.5077865469729063e-4,0.6531522210035918,5,1.3021398013716784e-7,2.086684109267191e-7,0.20032339423427067,46.781800291875115,1.8790564233373133,37.498129017082164,11.800243854701495,2.128958374004061,28.107747877242495,20.464920876969785,1,0.9983095638786016,0.9983095638786016,0.44938739732239125,5749855.646456329,P>0.05,Responder
PWY-6507,4-deoxy-L-threo-hex-4-enopyranuronate degradation,Responder,6.436093818726011e-5,1.453482257065572e-4,0.657906701342758,5,6.866561593633842e-8,7.255624458383022e-8,0.004862516324968655,75.16300788250538,4.026252435356785,27.726317809941264,16.497788857882174,7.016933440643242,25.345888494811618,23.413071396721712,1,0.9983095638786016,0.9983095638786016,0.44280511767097924,807242.5072592909,P>0.05,Responder
BIOTIN-BIOSYNTHESIS-PWY,biotin biosynthesis I,Responder,-5.481421350212314e-5,1.2585900955814649e-4,0.6631844620096791,5,0,5.349392415034362e-8,0.748863856664879,0,1,54.08564646991966,3.755335614899771,0.5488625742422115,25.800518995112036,15.809636345826327,1,0.9983095638786016,0.9983095638786016,-0.435520775942537,1545177.3851535367,P>0.05,Non-responder
PWY-5136,fatty acid &beta;-oxidation II (plant peroxisome),Responder,-5.8922112100605046e-5,1.3736463397657494e-4,0.667961983674257,5,2.617132290636104e-8,6.225811167520137e-8,0.541008359457066,28.58676586783602,1.400300675571291,37.73305497330781,7.727342947778111,3.3701894750140813,30.111360535264964,21.05805206863504,1,0.9983095638786016,0.9983095638786016,-0.42894674120161924,466023.22429442505,P>0.05,Non-responder
POLYAMSYN-PWY,superpathway of polyamine biosynthesis I,Responder,5.4694482935003065e-5,1.2773780283453084e-4,0.6685217259519314,5,3.406449502807152e-8,5.533725045758367e-8,0.3344562967201359,46.066023501570655,1.8541188039956997,35.14426745152084,8.332296335382825,7.734263394088925,28.151960062732567,20.63721275627484,1,0.9983095638786016,0.9983095638786016,0.42817773377434143,593444.8983418938,P>0.05,Responder
PWY-6284,superpathway of unsaturated fatty acids biosynthesis (E. coli),Responder,-3.590112115579147e-5,8.465982983397574e-5,0.6715196984105549,5,3.536315197579312e-9,2.2736634682226355e-8,0.6109051372963936,8.854937394605,1.0971521346465218,41.66931643762557,4.0906748829826665,0.8095104809020962,34.4439638007931,18.986534397696566,1,0.9983095638786016,0.9983095638786016,-0.4240632331318909,293069.8723805472,P>0.05,Non-responder
PWY-7560,methylerythritol phosphate pathway II,Responder,-8.377023742300963e-5,1.9821020035065028e-4,0.6725628035259725,5,0,1.33710383124679e-7,0.45305182338883665,0,1,49.153038056814395,10.014600359865886,1.0381835493251734,25.764024659876217,14.03015337411832,1,0.9983095638786016,0.9983095638786016,-0.4226333320626947,3375681.68539504,P>0.05,Non-responder
COLANSYN-PWY,colanic acid building blocks biosynthesis,Responder,-1.0589393622379906e-4,2.5196608768458085e-4,0.674287792389183,5,2.8173381689586847e-7,2.241961421943268e-7,2.6605970529900598e-9,91.80865739870265,12.208010929021809,21.727605536266875,16.670026324751326,20.715253873073877,21.04427184252147,19.84284242338645,1,0.9983095638786016,0.9983095638786016,-0.42027058957378605,1863757.334432083,P>0.05,Non-responder
PWY-6892,thiazole component of thiamine diphosphate biosynthesis I,Responder,5.865721125162798e-5,1.3973665120218327e-4,0.6746537065375748,5,7.469015280536598e-9,6.424406663676971e-8,0.4279092555244467,6.730222162971544,1.072158659740043,45.101357230829066,5.060911679132688,2.615005142459786,29.915999296571805,17.30672665100666,1,0.9983095638786016,0.9983095638786016,0.41976969354129984,2469730.369207119,P>0.05,Responder
PWY-6285,superpathway of fatty acids biosynthesis (E. coli),Responder,-5.3322658438293575e-5,1.2790985964983935e-4,0.6767684926001241,5,1.9035217625835525e-8,5.160914953513766e-8,0.5286538387776912,23.567451293247547,1.3083431298839505,39.53010530388108,4.218613685564641,0.5576956074492562,32.410896018657645,23.28268938444738,1,0.9983095638786016,0.9983095638786016,-0.4168768426786445,349105.22125105344,P>0.05,Non-responder
