Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR5127440,WGS,197,2186909993,PRJNA319574,SAMN06110391,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",893671756,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441718,Netherlands,Europe,Netherlands,Homo sapiens,HV130,Illumina HiSeq 2000,Missing,G89140_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89140,SRP095580
SRR5127441,WGS,199,3310872608,PRJNA319574,SAMN06110323,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1746579530,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441719,Netherlands,Europe,Netherlands,Homo sapiens,HV393,Illumina HiSeq 2000,Missing,G89062_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89062,SRP095580
SRR5127442,WGS,197,2417373429,PRJNA319574,SAMN06110422,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1571778222,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441720,Netherlands,Europe,Netherlands,Homo sapiens,HV217,Illumina HiSeq 2000,Missing,G89175_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89175,SRP095580
SRR5127443,WGS,198,3312825387,PRJNA319574,SAMN06110147,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1757171016,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441721,Netherlands,Europe,Netherlands,Homo sapiens,HV297,Illumina HiSeq 2000,Missing,G88872_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88872,SRP095580
SRR5127444,WGS,197,2919254121,PRJNA319574,SAMN06110419,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1898011919,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441722,Netherlands,Europe,Netherlands,Homo sapiens,HV210,Illumina HiSeq 2000,Missing,G89172_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89172,SRP095580
SRR5127445,WGS,197,2689404807,PRJNA319574,SAMN06110325,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1754314042,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441723,Netherlands,Europe,Netherlands,Homo sapiens,HV400,Illumina HiSeq 2000,Missing,G89064_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89064,SRP095580
SRR5127446,WGS,198,3088102641,PRJNA319574,SAMN06110123,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2246941774,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441724,Netherlands,Europe,Netherlands,Homo sapiens,HV147,Illumina HiSeq 2000,Missing,G88845_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88845,SRP095580
SRR5127447,WGS,195,2442360341,PRJNA319574,SAMN06110024,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1223694900,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441725,Netherlands,Europe,Netherlands,Homo sapiens,HV108,Illumina HiSeq 2000,Missing,G88727_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88727,SRP095580
SRR5127448,WGS,198,3137537811,PRJNA319574,SAMN06110215,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2018199843,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441726,Netherlands,Europe,Netherlands,Homo sapiens,HV484,Illumina HiSeq 2000,Missing,G88942_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88942,SRP095580
SRR5127449,WGS,197,2951192773,PRJNA319574,SAMN06110210,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1215665598,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441727,Netherlands,Europe,Netherlands,Homo sapiens,HV479,Illumina HiSeq 2000,Missing,G88937_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88937,SRP095580
SRR5127450,WGS,197,2202231804,PRJNA319574,SAMN06110165,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",909415323,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441728,Netherlands,Europe,Netherlands,Homo sapiens,HV059,Illumina HiSeq 2000,Missing,G88890_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88890,SRP095580
SRR5127451,WGS,199,3157488247,PRJNA319574,SAMN06110439,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1293629325,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441729,Netherlands,Europe,Netherlands,Homo sapiens,HV274,Illumina HiSeq 2000,Missing,G89197_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89197,SRP095580
SRR5127452,WGS,198,2051869309,PRJNA319574,SAMN06110457,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1486437297,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441730,Netherlands,Europe,Netherlands,Homo sapiens,HV333,Illumina HiSeq 2000,Missing,G89267_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89267,SRP095580
SRR5127453,WGS,198,3946005200,PRJNA319574,SAMN06110440,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2089855061,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441731,Netherlands,Europe,Netherlands,Homo sapiens,HV214,Illumina HiSeq 2000,Missing,G89198_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89198,SRP095580
SRR5127454,WGS,196,2578354027,PRJNA319574,SAMN06110153,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1287155466,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441732,Netherlands,Europe,Netherlands,Homo sapiens,HV031,Illumina HiSeq 2000,Missing,G88878_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88878,SRP095580
SRR5127455,WGS,199,2942945713,PRJNA319574,SAMN06110299,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1568434757,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441733,Netherlands,Europe,Netherlands,Homo sapiens,HV371,Illumina HiSeq 2000,Missing,G89037_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89037,SRP095580
SRR5127456,WGS,199,3496327303,PRJNA319574,SAMN06110408,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1409502865,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441734,Netherlands,Europe,Netherlands,Homo sapiens,HV161,Illumina HiSeq 2000,Missing,G89158_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89158,SRP095580
SRR5127457,WGS,198,2724637018,PRJNA319574,SAMN06110272,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1769266260,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441735,Netherlands,Europe,Netherlands,Homo sapiens,HV380,Illumina HiSeq 2000,Missing,G89008_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89008,SRP095580
SRR5127458,WGS,199,2925573326,PRJNA319574,SAMN06110027,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1548638865,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441736,Netherlands,Europe,Netherlands,Homo sapiens,HV144,Illumina HiSeq 2000,Missing,G88731_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88731,SRP095580
SRR5127459,WGS,198,2421988087,PRJNA319574,SAMN06110050,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1562875395,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441737,Netherlands,Europe,Netherlands,Homo sapiens,HV002,Illumina HiSeq 2000,Missing,G88762_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88762,SRP095580
SRR5127460,WGS,199,3623695855,PRJNA319574,SAMN06110246,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1956084412,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441738,Netherlands,Europe,Netherlands,Homo sapiens,HV515,Illumina HiSeq 2000,Missing,G88979_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88979,SRP095580
SRR5127461,WGS,196,2411429303,PRJNA319574,SAMN06110090,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1188934113,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441739,Netherlands,Europe,Netherlands,Homo sapiens,HV202,Illumina HiSeq 2000,Missing,G88808_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88808,SRP095580
SRR5127462,WGS,195,2915476515,PRJNA319574,SAMN06110177,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1464728647,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441740,Netherlands,Europe,Netherlands,Homo sapiens,HV415,Illumina HiSeq 2000,Missing,G88903_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88903,SRP095580
SRR5127463,WGS,198,3711034801,PRJNA319574,SAMN06110458,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2675217094,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441741,Netherlands,Europe,Netherlands,Homo sapiens,HV325,Illumina HiSeq 2000,Missing,G89268_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89268,SRP095580
SRR5127464,WGS,199,3792696361,PRJNA319574,SAMN06110333,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1545232948,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441742,Netherlands,Europe,Netherlands,Homo sapiens,HV413,Illumina HiSeq 2000,Missing,G89073_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89073,SRP095580
SRR5127465,WGS,199,2709122775,PRJNA319574,SAMN06110418,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1099343009,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441743,Netherlands,Europe,Netherlands,Homo sapiens,HV218,Illumina HiSeq 2000,Missing,G89171_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89171,SRP095580
SRR5127466,WGS,198,3428007375,PRJNA319574,SAMN06110327,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2492768076,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441744,Netherlands,Europe,Netherlands,Homo sapiens,HV412,Illumina HiSeq 2000,Missing,G89067_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89067,SRP095580
SRR5127467,WGS,199,4132420429,PRJNA319574,SAMN06110157,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2983447253,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441745,Netherlands,Europe,Netherlands,Homo sapiens,HV062,Illumina HiSeq 2000,Missing,G88882_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88882,SRP095580
SRR5127468,WGS,196,3373575672,PRJNA319574,SAMN06110360,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1610086038,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441746,Netherlands,Europe,Netherlands,Homo sapiens,HV266,Illumina HiSeq 2000,Missing,G89106_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89106,SRP095580
SRR5127469,WGS,199,2439232446,PRJNA319574,SAMN06110400,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",909786099,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441747,Netherlands,Europe,Netherlands,Homo sapiens,HV170,Illumina HiSeq 2000,Missing,G89150_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89150,SRP095580
SRR5127470,WGS,196,2811131478,PRJNA319574,SAMN06110379,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1396805508,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441748,Netherlands,Europe,Netherlands,Homo sapiens,HV188,Illumina HiSeq 2000,Missing,G89127_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89127,SRP095580
SRR5127471,WGS,199,2341355177,PRJNA319574,SAMN06110164,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",942397546,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441749,Netherlands,Europe,Netherlands,Homo sapiens,HV048,Illumina HiSeq 2000,Missing,G88889_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88889,SRP095580
SRR5127472,WGS,199,2546933458,PRJNA319574,SAMN06110416,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1042776865,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441750,Netherlands,Europe,Netherlands,Homo sapiens,HV212,Illumina HiSeq 2000,Missing,G89167_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89167,SRP095580
SRR5127473,WGS,198,3136047581,PRJNA319574,SAMN06110277,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2269332349,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441751,Netherlands,Europe,Netherlands,Homo sapiens,HV368,Illumina HiSeq 2000,Missing,G89013_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89013,SRP095580
SRR5127474,WGS,195,2271013208,PRJNA319574,SAMN06110015,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1134587295,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441752,Netherlands,Europe,Netherlands,Homo sapiens,HV121,Illumina HiSeq 2000,Missing,G88716_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88716,SRP095580
SRR5127475,WGS,198,2777901986,PRJNA319574,SAMN06110417,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1799020281,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441753,Netherlands,Europe,Netherlands,Homo sapiens,HV262,Illumina HiSeq 2000,Missing,G89168_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89168,SRP095580
SRR5127476,WGS,197,2969113123,PRJNA319574,SAMN06110060,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1219291379,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441754,Netherlands,Europe,Netherlands,Homo sapiens,HV014,Illumina HiSeq 2000,Missing,G88772_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88772,SRP095580
SRR5127477,WGS,198,2854498403,PRJNA319574,SAMN06110378,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1526427230,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441755,Netherlands,Europe,Netherlands,Homo sapiens,HV152,Illumina HiSeq 2000,Missing,G89126_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89126,SRP095580
SRR5127478,WGS,198,2841129567,PRJNA319574,SAMN06110208,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1505986159,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441756,Netherlands,Europe,Netherlands,Homo sapiens,HV476,Illumina HiSeq 2000,Missing,G88935_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88935,SRP095580
SRR5127479,WGS,197,2444367679,PRJNA319574,SAMN06110285,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1586023403,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441757,Netherlands,Europe,Netherlands,Homo sapiens,HV372,Illumina HiSeq 2000,Missing,G89022_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89022,SRP095580
SRR5127480,WGS,198,3894952189,PRJNA319574,SAMN06110371,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2797527562,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441758,Netherlands,Europe,Netherlands,Homo sapiens,HV300,Illumina HiSeq 2000,Missing,G89119_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89119,SRP095580
SRR5127481,WGS,197,2492581471,PRJNA319574,SAMN06110035,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1024217432,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441759,Netherlands,Europe,Netherlands,Homo sapiens,HV039,Illumina HiSeq 2000,Missing,G88740_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88740,SRP095580
SRR5127482,WGS,199,3208203697,PRJNA319574,SAMN06110117,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1715168672,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441760,Netherlands,Europe,Netherlands,Homo sapiens,HV269,Illumina HiSeq 2000,Missing,G88838_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88838,SRP095580
SRR5127483,WGS,196,1973453288,PRJNA319574,SAMN06110203,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1009021687,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441761,Netherlands,Europe,Netherlands,Homo sapiens,HV469,Illumina HiSeq 2000,Missing,G88930_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88930,SRP095580
SRR5127484,WGS,199,2877305597,PRJNA319574,SAMN06110156,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1552527846,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441762,Netherlands,Europe,Netherlands,Homo sapiens,HV046,Illumina HiSeq 2000,Missing,G88881_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88881,SRP095580
SRR5127485,WGS,196,2382701192,PRJNA319574,SAMN06110216,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1203316260,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441763,Netherlands,Europe,Netherlands,Homo sapiens,HV485,Illumina HiSeq 2000,Missing,G88943_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88943,SRP095580
SRR5127486,WGS,199,2753697387,PRJNA319574,SAMN06110001,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1471773542,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441764,Netherlands,Europe,Netherlands,Homo sapiens,HV533,Illumina HiSeq 2000,Missing,G88692_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88692,SRP095580
SRR5127487,WGS,196,2661040565,PRJNA319574,SAMN06110155,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1316476166,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441765,Netherlands,Europe,Netherlands,Homo sapiens,HV049,Illumina HiSeq 2000,Missing,G88880_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88880,SRP095580
SRR5127488,WGS,197,2396101081,PRJNA319574,SAMN06110269,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1546714060,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441766,Netherlands,Europe,Netherlands,Homo sapiens,HV348,Illumina HiSeq 2000,Missing,G89005_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89005,SRP095580
